order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
ID-2011-80538,2011-06-05,2011-06-18,First Class,Vivian Mathis,Consumer,Western Australia,Australia,APAC,Oceania,OFF-BI-10001397,Office Supplies,Binders,"Ibico Binder, Economy",37.0,4,0.4,-9.288,5.48,High,2011
CA-2011-115791,2011-10-27,2011-11-05,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,US,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,19.0,2,0.7,-13.6312,5.26,Critical,2011
IN-2011-78501,2011-08-05,2011-08-12,Standard Class,Tamara Willingham,Home Office,New South Wales,Australia,APAC,Oceania,OFF-AR-10004138,Office Supplies,Art,"Stanley Pens, Easy-Erase",19.0,2,0.1,5.136,3.96,High,2011
IT-2011-1373680,2011-01-13,2011-01-24,Standard Class,Shirley Daniels,Home Office,Hovedstaden,Denmark,EU,North,OFF-LA-10001413,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",17.0,3,0.5,-7.515,0.4,Low,2011
TZ-2011-5130,2011-12-17,2011-12-24,First Class,Charles Sheldon,Corporate,Arusha,Tanzania,Africa,Africa,OFF-FEL-10004665,Office Supplies,Storage,"Fellowes Lockers, Blue",746.0,4,0.1,132.588,132.29,Medium,2011
ES-2011-4174897,2011-05-11,2011-05-16,First Class,Michael Dominguez,Corporate,Valenciana,Spain,EU,South,OFF-FA-10000856,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",108.0,8,0.0,33.36,18.36,Critical,2011
MX-2011-115644,2011-05-13,2011-05-18,Standard Class,Vivek Gonzalez,Consumer,Amazonas,Brazil,LATAM,South,OFF-FA-10002268,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",38.0,3,0.0,6.12,4.7,Medium,2011
ES-2011-4825230,2011-03-27,2011-04-09,Second Class,Richard Bierner,Consumer,South Denmark,Denmark,EU,North,OFF-BI-10004446,Office Supplies,Binders,"Acco Binding Machine, Economy",26.0,1,0.5,-10.755,2.53,High,2011
SA-2011-7780,2011-06-22,2011-07-02,First Class,Beth Paige,Consumer,Al Jawf,Saudi Arabia,EMEA,EMEA,OFF-CAR-10003259,Office Supplies,Binders,"Cardinal Binder, Recycled",14.0,1,0.0,2.97,2.48,High,2011
ZA-2011-9910,2011-10-26,2011-10-28,First Class,Patrick Gardner,Consumer,Eastern,Zambia,Africa,Africa,OFF-BIN-10000772,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",418.0,14,0.0,95.76,143.67,Critical,2011
ES-2011-3666932,2011-11-22,2011-12-02,First Class,Matt Abelman,Home Office,Sicily,Italy,EU,South,OFF-BI-10004195,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",145.0,3,0.0,43.56,58.25,Critical,2011
MX-2011-139199,2011-01-18,2011-01-26,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,TEC-MA-10001859,Technology,Machines,"Okidata Printer, Wireless",716.0,4,0.0,221.92,36.29,Medium,2011
MX-2011-139199,2011-05-25,2011-05-27,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,FUR-BO-10004407,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",226.0,2,0.0,33.96,25.81,Medium,2011
IN-2011-45020,2011-06-11,2011-06-24,Standard Class,Pauline Webber,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-CO-10004267,Technology,Copiers,"Brother Ink, Laser",278.0,3,0.37,-106.083,21.22,Medium,2011
ES-2011-3666932,2011-02-15,2011-02-26,First Class,Matt Abelman,Home Office,Sicily,Italy,EU,South,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",48.0,3,0.4,7.92,15.23,Critical,2011
ZA-2011-9910,2011-05-19,2011-05-22,First Class,Patrick Gardner,Consumer,Eastern,Zambia,Africa,Africa,TEC-BEL-10000681,Technology,Accessories,"Belkin Mouse, USB",41.0,1,0.0,6.12,12.68,Critical,2011
CA-2011-123477,2011-06-22,2011-06-23,Second Class,David Wiener,Corporate,Oregon,United States,US,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,65.0,4,0.2,6.4864,5.04,High,2011
MX-2011-139199,2011-06-03,2011-06-11,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,TEC-AC-10002370,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",53.0,2,0.0,16.32,4.1,Medium,2011
ES-2011-1690587,2011-10-28,2011-10-31,First Class,Ann Blume,Corporate,Lombardy,Italy,EU,South,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",48.0,3,0.0,21.24,3.54,High,2011
CA-2011-8390,2011-06-17,2011-06-23,Second Class,Michael Kennedy,Corporate,Manitoba,Canada,Canada,Canada,OFF-STO-10000347,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",16.0,1,0.0,5.7,1.4,Medium,2011
AO-2011-8430,2011-12-18,2011-12-20,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,FUR-BUS-10002989,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825.0,2,0.0,338.34,88.97,High,2011
MX-2011-131618,2011-01-07,2011-01-16,Same Day,Suzanne McNair,Corporate,Guerrero,Mexico,LATAM,North,OFF-AP-10002433,Office Supplies,Appliances,"Cuisinart Microwave, Silver",372.0,2,0.0,81.88,82.67,Critical,2011
CA-2011-146591,2011-07-13,2011-07-19,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.0,5,0.7,-320.597,29.68,Medium,2011
IR-2011-9150,2011-01-08,2011-01-11,First Class,Irene Maddox,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,FUR-OFF-10002395,Furniture,Chairs,"Office Star Rocking Chair, Red",141.0,1,0.0,57.75,20.93,Medium,2011
US-2011-153591,2011-07-08,2011-07-11,Standard Class,Alejandro Ballentine,Home Office,Distrito Federal,Mexico,LATAM,North,FUR-BO-10004980,Furniture,Bookcases,"Bush Library with Doors, Mobile",196.0,1,0.2,-34.252,17.08,Medium,2011
CA-2011-146591,2011-05-22,2011-06-04,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.0,4,0.2,19.6224,14.49,Medium,2011
AO-2011-8430,2011-08-05,2011-08-18,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,OFF-SME-10002417,Office Supplies,Storage,"Smead Trays, Single Width",49.0,1,0.0,15.51,11.64,High,2011
CA-2011-146591,2011-07-20,2011-08-02,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",109.0,5,0.2,36.693,10.39,Medium,2011
ES-2011-1122594,2011-04-20,2011-04-27,Standard Class,Darren Koutras,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",58.0,2,0.0,7.56,8.77,High,2011
AO-2011-8430,2011-08-23,2011-08-30,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,OFF-ELD-10000124,Office Supplies,Storage,"Eldon Trays, Single Width",48.0,1,0.0,15.84,7.92,High,2011
NI-2011-8880,2011-03-23,2011-04-01,Standard Class,Randy Bradley,Consumer,Kano,Nigeria,Africa,Africa,OFF-GRE-10000216,Office Supplies,Paper,"Green Bar Note Cards, Premium",37.0,4,0.7,-73.68,6.08,High,2011
CA-2011-146591,2011-08-04,2011-08-05,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.0,10,0.7,-23.716,6.03,Medium,2011
NI-2011-8880,2011-07-24,2011-08-01,Standard Class,Randy Bradley,Consumer,Kano,Nigeria,Africa,Africa,OFF-FEL-10002399,Office Supplies,Storage,"Fellowes Box, Blue",24.0,4,0.7,-42.624,3.74,High,2011
RS-2011-7010,2011-04-21,2011-04-23,Second Class,Ruben Dartt,Consumer,Belgorod,Russia,EMEA,EMEA,OFF-NOV-10000512,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",10.0,1,0.0,4.83,2.05,High,2011
RS-2011-7010,2011-05-04,2011-05-08,Second Class,Ruben Dartt,Consumer,Belgorod,Russia,EMEA,EMEA,OFF-NOV-10001568,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",11.0,1,0.0,4.08,1.48,High,2011
IN-2011-43585,2011-04-09,2011-04-20,Second Class,Toby Ritter,Consumer,Western Australia,Australia,APAC,Oceania,FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black",139.0,3,0.1,27.693,1.23,Medium,2011
MX-2011-146584,2011-05-24,2011-06-01,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,FUR-TA-10001285,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled",2797.0,6,0.2,-0.072,320.38,Low,2011
MG-2011-9660,2011-05-21,2011-05-31,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,"Fellowes Lockers, Single Width",1244.0,6,0.0,211.5,88.66,Medium,2011
US-2011-147627,2011-06-25,2011-07-03,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1068.0,3,0.0,224.2674,85.72,Medium,2011
US-2011-147627,2011-12-15,2011-12-25,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,700.0,7,0.0,181.9818,31.52,Medium,2011
MX-2011-146584,2011-08-13,2011-08-27,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10000990,Technology,Phones,"Cisco Signal Booster, with Caller ID",405.0,4,0.0,121.44,26.73,Low,2011
MG-2011-9660,2011-03-09,2011-03-23,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,FUR-OFF-10003688,Furniture,Chairs,"Office Star Rocking Chair, Black",277.0,2,0.0,55.38,24.75,Medium,2011
CA-2011-167927,2011-12-10,2011-12-13,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,273.0,3,0.0,30.0234,20.68,Medium,2011
MX-2011-146584,2011-07-26,2011-07-27,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10003980,Technology,Phones,"Apple Signal Booster, VoIP",182.0,2,0.0,16.4,19.1,Low,2011
ES-2011-3229667,2011-11-09,2011-11-13,Standard Class,Ryan Crowe,Consumer,North Rhine-Westphalia,Germany,EU,Central,TEC-AC-10004070,Technology,Accessories,"Memorex Router, Programmable",495.0,2,0.0,232.8,18.43,Medium,2011
CA-2011-167927,2011-02-14,2011-02-16,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",248.0,4,0.1,93.5816,14.53,Medium,2011
MX-2011-146584,2011-02-09,2011-02-12,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10004480,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",107.0,5,0.0,46.1,8.92,Low,2011
CA-2011-167927,2011-08-21,2011-08-22,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,67.0,2,0.0,15.9792,8.4,Medium,2011
MG-2011-9660,2011-11-22,2011-11-27,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FIS-10001591,Office Supplies,Supplies,"Fiskars Trimmer, High Speed",85.0,2,0.0,12.66,6.06,Medium,2011
MX-2011-146584,2011-01-07,2011-01-19,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10001002,Office Supplies,Binders,"Avery Binder Covers, Recycled",61.0,8,0.0,28.64,5.22,Low,2011
CA-2011-167927,2011-02-05,2011-02-10,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,44.0,3,0.0,12.7368,4.88,Medium,2011
IR-2011-3900,2011-12-16,2011-12-24,Standard Class,Darrin Van Huff,Corporate,Razavi Khorasan,Iran,EMEA,EMEA,OFF-ROG-10001101,Office Supplies,Storage,"Rogers Shelving, Wire Frame",61.0,1,0.0,18.96,4.61,Medium,2011
US-2011-147774,2011-06-20,2011-06-30,Standard Class,Muhammed MacIntyre,Corporate,Tennessee,United States,US,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.0,1,0.7,-51.5154,3.0,Medium,2011
US-2011-147627,2011-05-22,2011-06-05,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,23.0,3,0.0,10.9698,2.6,Medium,2011
US-2011-147627,2011-07-03,2011-07-09,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",39.0,4,0.0,11.58,2.57,Medium,2011
ID-2011-63017,2011-01-09,2011-01-10,Standard Class,Pauline Webber,Corporate,Bangkok,Thailand,APAC,Southeast Asia,OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",52.0,2,0.47,-24.3804,2.02,Medium,2011
CA-2011-167927,2011-07-15,2011-07-24,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,30.0,5,0.0,13.365,1.98,Medium,2011
MG-2011-9660,2011-03-20,2011-03-28,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-CAM-10000497,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",27.0,1,0.0,2.43,1.58,Medium,2011
MX-2011-146584,2011-09-25,2011-10-01,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10002296,Office Supplies,Binders,"Acco Binder Covers, Economy",18.0,2,0.0,1.56,1.29,Low,2011
US-2011-147627,2011-12-01,2011-12-07,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,23.0,7,0.0,6.6584,1.22,Medium,2011
CA-2011-167927,2011-02-16,2011-02-22,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.0,5,0.0,8.9535,1.21,Medium,2011
CA-2011-167927,2011-03-13,2011-03-15,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,14.0,1,0.0,4.0542,1.14,Medium,2011
CA-2011-148614,2011-08-13,2011-08-25,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.0,2,0.0,9.2928,0.94,Medium,2011
CA-2011-167927,2011-08-28,2011-09-11,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.0,3,0.0,4.8609,0.71,Medium,2011
CA-2011-148614,2011-01-28,2011-01-31,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.0,2,0.0,5.79,0.64,Medium,2011
US-2011-147627,2011-05-14,2011-05-17,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,7.0,3,0.0,1.7901,0.47,Medium,2011
ES-2011-5497239,2011-11-24,2011-12-03,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-ST-10003102,Office Supplies,Storage,"Rogers Lockers, Single Width",889.0,7,0.4,59.22,96.45,High,2011
ES-2011-5497239,2011-08-22,2011-08-31,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,FUR-BO-10003991,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825.0,2,0.0,338.34,77.08,High,2011
ES-2011-3906248,2011-02-20,2011-03-03,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-ST-10000430,Office Supplies,Storage,"Tenex File Cart, Blue",666.0,5,0.0,119.85,73.27,Medium,2011
ID-2011-86950,2011-03-13,2011-03-24,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10000751,Office Supplies,Art,"Binney & Smith Highlighters, Blue",60.0,6,0.4,-33.876,27.43,Critical,2011
KE-2011-7940,2011-05-26,2011-06-01,First Class,Jason Klamczynski,Corporate,Coast,Kenya,Africa,Africa,OFF-SME-10001652,Office Supplies,Storage,"Smead Trays, Wire Frame",95.0,2,0.0,12.36,21.6,High,2011
ES-2011-1550182,2011-08-19,2011-08-28,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,OFF-BI-10000538,Office Supplies,Binders,"Acco Binding Machine, Clear",202.0,4,0.0,22.2,18.96,Medium,2011
MX-2011-143238,2011-12-01,2011-12-06,Standard Class,Carl Ludwig,Consumer,Santa Ana,El Salvador,LATAM,Central,FUR-BO-10003112,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",259.0,2,0.0,101.16,11.91,Medium,2011
MX-2011-165526,2011-01-17,2011-01-18,Standard Class,Michael Paige,Corporate,Atlántico,Colombia,LATAM,South,FUR-CH-10003392,Furniture,Chairs,"Novimex Steel Folding Chair, Red",219.0,4,0.0,0.0,10.23,Medium,2011
MX-2011-165526,2011-07-13,2011-07-21,Standard Class,Michael Paige,Corporate,Atlántico,Colombia,LATAM,South,TEC-AC-10003047,Technology,Accessories,"SanDisk Keyboard, USB",109.0,2,0.0,27.2,9.0,Medium,2011
ES-2011-5497239,2011-04-05,2011-04-14,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-AR-10001190,Office Supplies,Art,"Boston Canvas, Easy-Erase",54.0,1,0.0,12.39,5.13,High,2011
ES-2011-1550182,2011-08-19,2011-08-26,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,TEC-PH-10004827,Technology,Phones,"Samsung Headset, Cordless",65.0,1,0.15,24.3225,4.38,Medium,2011
CA-2011-110422,2011-10-09,2011-10-15,Second Class,Tom Boeckenhauer,Consumer,Florida,United States,US,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.0,3,0.2,4.1028,3.64,Critical,2011
TU-2011-9560,2011-08-16,2011-08-28,Standard Class,Brendan Murry,Corporate,Bursa,Turkey,EMEA,EMEA,FUR-ADV-10002889,Furniture,Furnishings,"Advantus Clock, Durable",77.0,4,0.6,-104.688,2.36,Medium,2011
ID-2011-86950,2011-10-17,2011-10-24,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10003816,Office Supplies,Fasteners,"Stockwell Staples, Metal",6.0,1,0.4,-3.912,1.77,Critical,2011
ES-2011-3906248,2011-03-10,2011-03-21,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-BI-10004722,Office Supplies,Binders,"Avery Index Tab, Clear",12.0,2,0.0,3.12,0.27,Medium,2011
MX-2011-116393,2011-02-10,2011-02-17,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",1102.0,4,0.0,198.32,146.12,Medium,2011
MX-2011-116393,2011-12-08,2011-12-17,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-CH-10001490,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",920.0,3,0.0,395.76,45.77,Medium,2011
MX-2011-116393,2011-01-12,2011-01-19,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10002670,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed",48.0,2,0.0,15.8,5.55,Medium,2011
MX-2011-116393,2011-05-19,2011-05-30,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-LA-10001634,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",26.0,3,0.0,9.78,3.61,Medium,2011
MX-2011-116393,2011-05-16,2011-05-21,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-PA-10001456,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",24.0,2,0.0,1.64,3.27,Medium,2011
SA-2011-7370,2011-07-09,2011-07-15,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-OIC-10001921,Office Supplies,Fasteners,"OIC Clamps, Assorted Sizes",34.0,2,0.0,12.36,1.91,Medium,2011
SA-2011-7370,2011-08-20,2011-08-21,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10002486,Office Supplies,Binders,"Ibico Index Tab, Clear",9.0,1,0.0,1.59,0.58,Medium,2011
EN-2011-70,2011-08-12,2011-08-18,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone, Full Size",1303.0,2,0.0,286.56,234.73,Medium,2011
EN-2011-70,2011-11-22,2011-11-29,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,OFF-BRE-10004436,Office Supplies,Appliances,"Breville Stove, Black",561.0,1,0.0,61.68,133.57,Medium,2011
ES-2011-3060159,2011-09-23,2011-09-25,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine, Laser",591.0,2,0.0,53.16,66.1,Medium,2011
IT-2011-2413417,2011-10-19,2011-11-02,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10004685,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",73.0,1,0.6,-56.562,29.86,Critical,2011
IN-2011-85459,2011-10-15,2011-10-24,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-EN-10003770,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",420.0,14,0.0,147.0,20.03,Medium,2011
IN-2011-85459,2011-06-06,2011-06-08,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,FUR-FU-10000702,Furniture,Furnishings,"Tenex Frame, Black",220.0,2,0.0,8.76,16.92,Medium,2011
EN-2011-70,2011-12-18,2011-12-28,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,FUR-HON-10000722,Furniture,Chairs,"Hon Rocking Chair, Adjustable",133.0,1,0.0,63.87,15.16,Medium,2011
IT-2011-2413417,2011-09-16,2011-09-17,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",69.0,3,0.6,-95.202,12.7,Critical,2011
IN-2011-85459,2011-02-03,2011-02-12,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-AR-10000340,Office Supplies,Art,"Boston Pens, Water Color",139.0,8,0.0,65.28,11.94,Medium,2011
IT-2011-2413417,2011-06-01,2011-06-15,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",55.0,3,0.0,2.7,11.16,Critical,2011
IN-2011-20737,2011-12-10,2011-12-22,Standard Class,Lena Creighton,Consumer,Northern Territory,Australia,APAC,Oceania,TEC-AC-10001438,Technology,Accessories,"SanDisk Flash Drive, Programmable",111.0,3,0.1,8.568,9.92,Medium,2011
IT-2011-2413417,2011-01-10,2011-01-23,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-FA-10004310,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",41.0,4,0.0,2.88,5.24,Critical,2011
IT-2011-2413417,2011-09-23,2011-10-06,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",54.0,5,0.0,7.5,4.72,Critical,2011
CA-2011-102645,2011-12-28,2011-12-29,Standard Class,Ionia McGrath,Consumer,Nevada,United States,US,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.0,6,0.0,19.2384,4.31,Medium,2011
IN-2011-10552,2011-08-04,2011-08-07,Standard Class,Chuck Clark,Home Office,Madhya Pradesh,India,APAC,Central Asia,OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",59.0,5,0.0,27.75,4.27,Medium,2011
MA-2011-3960,2011-12-13,2011-12-17,Standard Class,Greg Hansen,Consumer,Atsinanana,Madagascar,Africa,Africa,OFF-AVE-10003558,Office Supplies,Labels,"Avery Round Labels, Alphabetical",42.0,6,0.0,9.18,3.57,Medium,2011
ES-2011-5158376,2011-10-17,2011-10-29,Second Class,Joni Sundaresam,Home Office,Sicily,Italy,EU,South,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",28.0,1,0.0,4.14,3.33,High,2011
IN-2011-64557,2011-05-13,2011-05-15,Standard Class,Mitch Webber,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-BI-10002885,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",12.0,3,0.17,4.2273,1.2,Medium,2011
CA-2011-146997,2011-07-24,2011-07-26,Standard Class,Speros Goranitis,Consumer,Indiana,United States,US,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",6.0,3,0.0,0.0,0.95,High,2011
TU-2011-8930,2011-11-18,2011-11-27,Standard Class,Janet Martin,Consumer,Afyonkarahisar,Turkey,EMEA,EMEA,OFF-OIC-10001056,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",15.0,2,0.6,-3.84,0.94,Medium,2011
ES-2011-3060159,2011-06-01,2011-06-04,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",11.0,1,0.0,4.11,0.62,Medium,2011
ES-2011-3104322,2011-04-01,2011-04-10,Standard Class,Frank Olsen,Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue",445.0,9,0.0,71.01,33.54,Medium,2011
